KorEXO Calibration File Export

Last Calibration Time=,8/18/2023 10:27:31 AM
Calibration Start Time=,9/27/2023 11:53:10 AM
Calibration End Time=,9/27/2023 12:11:13 PM
Calibration Status=,Completed
QC Score=,Warning
Instrument Type=,EXO2
Instrument Name=,Sonde 19G102539
Instrument Serial Number=,19G102539
Instrument Firmware Version=,1.0.86
Parameter Type=,pH
Sensor Type=,pH
Sensor Serial Number=,21B101596
Sensor Firmware Version=,3.0.0
User ID=,<Unknown>
Sensor Module Replacement Date=,3/24/2021 12:00:00 AM
pH Range 4.00-7.02 Delta Slope=,176.9 mV
pH Range 4.00-7.02 mV per Decade=,58.56
pH Range 7.02-10.06 Delta Slope=,172.0 mV
pH Range 7.02-10.06 mV per Decade=,56.58

[Cal Point 1]
Standard=,7.02 pH
Pre Calibration Value=,7.07 pH
Post Calibration Value=,7.02 pH
Raw Value=,-43.0 mV
Temperature=,20.533 °C
Stability Achieved=,Yes

[Cal Point 2]
Standard=,4.00 pH
Pre Calibration Value=,4.01 pH
Post Calibration Value=,4.00 pH
Raw Value=,133.8 mV
Temperature=,20.729 °C
Stability Achieved=,Yes

[Cal Point 3]
Standard=,10.06 pH
Pre Calibration Value=,10.04 pH
Post Calibration Value=,10.04 pH
Raw Value=,-215.0 mV
Temperature=,21.162 °C
Stability Achieved=,Yes

----------

Last Calibration Time=,8/18/2023 10:30:26 AM
Calibration Start Time=,9/27/2023 12:13:14 PM
Calibration End Time=,9/27/2023 12:15:10 PM
Calibration Status=,Completed
QC Score=,Good
Instrument Type=,EXO2
Instrument Name=,Sonde 19G102539
Instrument Serial Number=,19G102539
Instrument Firmware Version=,1.0.86
Parameter Type=,Sp Cond (µS/cm)
Sensor Type=,Wiped Conductivity And Temperature
Sensor Serial Number=,19F100067
Sensor Firmware Version=,3.0.5
User ID=,<Unknown>
Cell Constant=,0.48

[Cal Point 1]
Standard=,1000.0 µS/cm
Pre Calibration Value=,1002.1 µS/cm
Post Calibration Value=,1000.0 µS/cm
Raw Value=,0.0 µS/cm
Temperature=,19.876 °C
Stability Achieved=,Yes

----------

Last Calibration Time=,8/18/2023 10:42:58 AM
Calibration Start Time=,9/27/2023 12:28:03 PM
Calibration End Time=,9/27/2023 12:28:46 PM
Calibration Status=,Completed
QC Score=,Good
Instrument Type=,EXO2
Instrument Name=,Sonde 19G102539
Instrument Serial Number=,19G102539
Instrument Firmware Version=,1.0.86
Parameter Type=,DO (% Sat)
Sensor Type=,DO
Sensor Serial Number=,19G101573
Sensor Firmware Version=,3.0.0
User ID=,<Unknown>
DO Cap Serial Number=,19F102932
DO Cap Replacement Date=,7/9/2019 2:51:37 PM
DO Gain=,1.03
DO mg/L=,9.25 mg/L

[Cal Point 1]
Standard=,100.0 % Sat
Pre Calibration Value=,100.4 % Sat
Post Calibration Value=,100.2 % Sat
Raw Value=,0.0 % Sat
Temperature=,19.201 °C
Stability Achieved=,Yes
Barometer=,761.0 mmHg

----------

Last Calibration Time=,8/18/2023 11:00:00 AM
Calibration Start Time=,9/27/2023 12:33:47 PM
Calibration End Time=,9/27/2023 12:40:52 PM
Calibration Status=,Completed
QC Score=,Warning
Instrument Type=,EXO2
Instrument Name=,Sonde 19G102539
Instrument Serial Number=,19G102539
Instrument Firmware Version=,1.0.86
Parameter Type=,Turbidity (FNU)
Sensor Type=,Turbidity
Sensor Serial Number=,19G100122
Sensor Firmware Version=,3.0.0
User ID=,<Unknown>

[Cal Point 1]
Standard=,0.00 FNU
Pre Calibration Value=,0.06 FNU
Post Calibration Value=,0.00 FNU
Raw Value=,0.00 FNU
Temperature=,19.223 °C
Stability Achieved=,Yes

[Cal Point 2]
Standard=,12.40 FNU
Pre Calibration Value=,12.41 FNU
Post Calibration Value=,12.40 FNU
Raw Value=,0.00 FNU
Temperature=,20.404 °C
Stability Achieved=,Yes

----------

Last Calibration Time=,8/18/2023 11:06:10 AM
Calibration Start Time=,9/27/2023 12:44:27 PM
Calibration End Time=,9/27/2023 12:47:31 PM
Calibration Status=,Completed
QC Score=,Good
Instrument Type=,EXO2
Instrument Name=,Sonde 19G102539
Instrument Serial Number=,19G102539
Instrument Firmware Version=,1.0.86
Parameter Type=,fDOM (RFU)
Sensor Type=,fDOM
Sensor Serial Number=,19F100722
Sensor Firmware Version=,3.0.0
User ID=,<Unknown>

[Cal Point 1]
Standard=,0.00 RFU
Pre Calibration Value=,-0.07 RFU
Post Calibration Value=,0.00 RFU
Raw Value=,0.00 RFU
Temperature=,18.900 °C
Stability Achieved=,Yes

[Cal Point 2]
Standard=,100.00 RFU
Pre Calibration Value=,102.72 RFU
Post Calibration Value=,100.00 RFU
Raw Value=,0.00 RFU
Temperature=,20.115 °C
Stability Achieved=,Yes

----------

Last Calibration Time=,8/18/2023 11:12:20 AM
Calibration Start Time=,9/27/2023 12:49:11 PM
Calibration End Time=,9/27/2023 12:55:13 PM
Calibration Status=,Completed
QC Score=,Good
Instrument Type=,EXO2
Instrument Name=,Sonde 19G102539
Instrument Serial Number=,19G102539
Instrument Firmware Version=,1.0.86
Parameter Type=,fDOM (QSU)
Sensor Type=,fDOM
Sensor Serial Number=,19F100722
Sensor Firmware Version=,3.0.0
User ID=,<Unknown>

[Cal Point 1]
Standard=,0.00 QSU
Pre Calibration Value=,-0.47 QSU
Post Calibration Value=,0.00 QSU
Raw Value=,0.00 QSU
Temperature=,18.871 °C
Stability Achieved=,Yes

[Cal Point 2]
Standard=,300.00 QSU
Pre Calibration Value=,303.56 QSU
Post Calibration Value=,300.00 QSU
Raw Value=,0.00 QSU
Temperature=,20.221 °C
Stability Achieved=,Yes

----------
