KorEXO Calibration File Export

Last Calibration Time=,9/21/2022 2:53:04 PM
Calibration Start Time=,11/2/2022 12:28:02 PM
Calibration End Time=,11/2/2022 12:36:02 PM
Calibration Status=,Completed
QC Score=,Good
Instrument Type=,EXO2
Instrument Name=,Sonde 19G102539
Instrument Serial Number=,19G102539
Instrument Firmware Version=,1.0.73
Parameter Type=,pH
Sensor Type=,pH
Sensor Serial Number=,21B101596
Sensor Firmware Version=,3.0.0
User ID=,<Unknown>
Sensor Module Replacement Date=,3/24/2021 12:00:00 AM
pH Range 4.00-7.02 Delta Slope=,178.7 mV
pH Range 4.00-7.02 mV per Decade=,59.17
pH Range 7.02-10.06 Delta Slope=,174.8 mV
pH Range 7.02-10.06 mV per Decade=,57.51

[Cal Point 1]
Standard=,7.02 pH
Pre Calibration Value=,7.11 pH
Post Calibration Value=,7.02 pH
Raw Value=,-34.2 mV
Temperature=,20.125 °C
Stability Achieved=,Yes

[Cal Point 2]
Standard=,4.00 pH
Pre Calibration Value=,4.05 pH
Post Calibration Value=,4.00 pH
Raw Value=,144.5 mV
Temperature=,19.955 °C
Stability Achieved=,Yes

[Cal Point 3]
Standard=,10.06 pH
Pre Calibration Value=,10.10 pH
Post Calibration Value=,10.05 pH
Raw Value=,-209.1 mV
Temperature=,19.622 °C
Stability Achieved=,Yes

----------

Last Calibration Time=,9/21/2022 2:59:38 PM
Calibration Start Time=,11/2/2022 12:37:48 PM
Calibration End Time=,11/2/2022 12:39:29 PM
Calibration Status=,Completed
QC Score=,Good
Instrument Type=,EXO2
Instrument Name=,Sonde 19G102539
Instrument Serial Number=,19G102539
Instrument Firmware Version=,1.0.73
Parameter Type=,Sp Cond (µS/cm)
Sensor Type=,Wiped Conductivity And Temperature
Sensor Serial Number=,19F100067
Sensor Firmware Version=,3.0.5
User ID=,<Unknown>
Cell Constant=,0.48

[Cal Point 1]
Standard=,1000.0 µS/cm
Pre Calibration Value=,995.6 µS/cm
