KorEXO Calibration File Export

Last Calibration Time=,10/25/2023 10:21:18 AM
Calibration Start Time=,4/19/2024 11:39:51 AM
Calibration End Time=,4/19/2024 11:45:11 AM
Calibration Status=,Completed
QC Score=,Good
Instrument Type=,EXO2
Instrument Name=,Sonde 19G102539
Instrument Serial Number=,19G102539
Instrument Firmware Version=,1.0.86
Parameter Type=,pH
Sensor Type=,pH
Sensor Serial Number=,21B101596
Sensor Firmware Version=,3.0.0
User ID=,<Unknown>
Sensor Module Replacement Date=,<Unknown>
pH Range 7.00-10.00 Delta Slope=,176.5 mV
pH Range 7.00-10.00 mV per Decade=,58.83

[Cal Point 1]
Standard=,7.00 pH
Pre Calibration Value=,6.77 pH
Post Calibration Value=,7.00 pH
Raw Value=,-29.3 mV
Temperature=,19.675 °C
Stability Achieved=,Yes

[Cal Point 2]
Standard=,10.00 pH
Pre Calibration Value=,9.83 pH
Post Calibration Value=,10.00 pH
Raw Value=,-205.8 mV
Temperature=,19.646 °C
Stability Achieved=,Yes

----------

Last Calibration Time=,4/19/2024 11:45:11 AM
Calibration Start Time=,4/19/2024 11:46:41 AM
Calibration End Time=,4/19/2024 11:53:09 AM
Calibration Status=,Completed
QC Score=,Good
Instrument Type=,EXO2
Instrument Name=,Sonde 19G102539
Instrument Serial Number=,19G102539
Instrument Firmware Version=,1.0.86
Parameter Type=,pH
Sensor Type=,pH
Sensor Serial Number=,21B101596
Sensor Firmware Version=,3.0.0
User ID=,<Unknown>
Sensor Module Replacement Date=,<Unknown>
pH Range 4.00-7.00 Delta Slope=,172.2 mV
pH Range 4.00-7.00 mV per Decade=,57.40
pH Range 7.00-10.00 Delta Slope=,176.2 mV
pH Range 7.00-10.00 mV per Decade=,58.73

[Cal Point 1]
Standard=,10.00 pH
Pre Calibration Value=,9.95 pH
Post Calibration Value=,10.00 pH
Raw Value=,-203.0 mV
Temperature=,19.636 °C
Stability Achieved=,Yes

[Cal Point 2]
Standard=,7.00 pH
Pre Calibration Value=,6.96 pH
Post Calibration Value=,7.00 pH
Raw Value=,-26.8 mV
Temperature=,19.631 °C
Stability Achieved=,Yes

[Cal Point 3]
Standard=,4.00 pH
Pre Calibration Value=,4.02 pH
Post Calibration Value=,4.01 pH
Raw Value=,145.4 mV
Temperature=,18.980 °C
Stability Achieved=,Yes

----------

Last Calibration Time=,10/25/2023 10:26:04 AM
Calibration Start Time=,4/19/2024 11:54:56 AM
Calibration End Time=,4/19/2024 11:56:25 AM
Calibration Status=,Completed
QC Score=,Good
Instrument Type=,EXO2
Instrument Name=,Sonde 19G102539
Instrument Serial Number=,19G102539
Instrument Firmware Version=,1.0.86
Parameter Type=,Sp Cond (µS/cm)
Sensor Type=,Wiped Conductivity And Temperature
Sensor Serial Number=,19F100067
Sensor Firmware Version=,3.0.5
User ID=,<Unknown>
Cell Constant=,0.48

[Cal Point 1]
Standard=,1000.0 µS/cm
Pre Calibration Value=,999.2 µS/cm
Post Calibration Value=,1000.0 µS/cm
Raw Value=,0.0 µS/cm
Temperature=,19.153 °C
Stability Achieved=,Yes

----------

Last Calibration Time=,10/25/2023 10:39:20 AM
Calibration Start Time=,4/19/2024 12:04:52 PM
Calibration End Time=,4/19/2024 12:08:15 PM
Calibration Status=,Completed
QC Score=,Good
Instrument Type=,EXO2
Instrument Name=,Sonde 19G102539
Instrument Serial Number=,19G102539
Instrument Firmware Version=,1.0.86
Parameter Type=,DO (% Sat)
Sensor Type=,DO
Sensor Serial Number=,19G101573
Sensor Firmware Version=,3.0.0
User ID=,<Unknown>
DO Cap Serial Number=,19F102932
DO Cap Replacement Date=,7/9/2019 2:51:37 PM
DO Gain=,1.06
DO mg/L=,9.52 mg/L

[Cal Point 1]
Standard=,100.0 % Sat
Pre Calibration Value=,96.8 % Sat
Post Calibration Value=,99.5 % Sat
Raw Value=,0.0 % Sat
Temperature=,17.434 °C
Stability Achieved=,Yes
Barometer=,756.0 mmHg

----------

Last Calibration Time=,10/25/2023 10:59:25 AM
Calibration Start Time=,4/19/2024 12:18:09 PM
Calibration End Time=,4/19/2024 12:23:28 PM
Calibration Status=,Completed
QC Score=,Warning
Instrument Type=,EXO2
Instrument Name=,Sonde 19G102539
Instrument Serial Number=,19G102539
Instrument Firmware Version=,1.0.86
Parameter Type=,Turbidity (FNU)
Sensor Type=,Turbidity
Sensor Serial Number=,19G100122
Sensor Firmware Version=,3.0.0
User ID=,<Unknown>

[Cal Point 1]
Standard=,0.00 FNU
Pre Calibration Value=,0.04 FNU
Post Calibration Value=,0.00 FNU
Raw Value=,0.00 FNU
Temperature=,19.979 °C
Stability Achieved=,Yes

[Cal Point 2]
Standard=,12.40 FNU
Pre Calibration Value=,26.58 FNU
Post Calibration Value=,12.40 FNU
Raw Value=,0.00 FNU
Temperature=,20.260 °C
Stability Achieved=,Yes

----------

Last Calibration Time=,4/19/2024 12:23:28 PM
Calibration Start Time=,4/19/2024 12:26:44 PM
Calibration End Time=,4/19/2024 12:32:15 PM
Calibration Status=,Completed
QC Score=,Warning
Instrument Type=,EXO2
Instrument Name=,Sonde 19G102539
Instrument Serial Number=,19G102539
Instrument Firmware Version=,1.0.86
Parameter Type=,Turbidity (FNU)
Sensor Type=,Turbidity
Sensor Serial Number=,19G100122
Sensor Firmware Version=,3.0.0
User ID=,<Unknown>

[Cal Point 1]
Standard=,0.00 FNU
Pre Calibration Value=,0.00 FNU
Post Calibration Value=,0.00 FNU
Raw Value=,0.00 FNU
Temperature=,19.806 °C
Stability Achieved=,Yes

[Cal Point 2]
Standard=,12.40 FNU
Pre Calibration Value=,5.84 FNU
Post Calibration Value=,12.40 FNU
Raw Value=,0.00 FNU
Temperature=,20.135 °C
Stability Achieved=,Yes

----------

Last Calibration Time=,4/19/2024 12:32:15 PM
Calibration Start Time=,4/19/2024 12:32:25 PM
Calibration End Time=,4/19/2024 12:37:57 PM
Calibration Status=,Completed
QC Score=,Warning
Instrument Type=,EXO2
