KorEXO Calibration File Export

Last Calibration Time=,9/15/2020 11:14:30 AM
Calibration Start Time=,10/8/2020 1:49:40 PM
Calibration End Time=,10/8/2020 1:57:20 PM
Calibration Status=,Completed
QC Score=,Warning
Instrument Type=,EXO2
Instrument Name=,Sonde 19G102539
Instrument Serial Number=,19G102539
Instrument Firmware Version=,1.0.73
Parameter Type=,Turbidity (FNU)
Sensor Type=,Turbidity
Sensor Serial Number=,19G100122
Sensor Firmware Version=,3.0.0
User ID=,<Unknown>

[Cal Point 1]
Standard=,0.00 FNU
Pre Calibration Value=,-1.13 FNU
Post Calibration Value=,0.00 FNU
Raw Value=,0.00 FNU
Temperature=,21.288 °C
Stability Achieved=,Yes

[Cal Point 2]
Standard=,12.40 FNU
Pre Calibration Value=,10.36 FNU
Post Calibration Value=,12.40 FNU
Raw Value=,0.00 FNU
Temperature=,20.812 °C
Stability Achieved=,Yes

----------

Last Calibration Time=,9/15/2020 11:17:50 AM
Calibration Start Time=,10/8/2020 2:06:25 PM
Calibration End Time=,10/8/2020 2:09:58 PM
Calibration Status=,Completed
QC Score=,Good
Instrument Type=,EXO2
Instrument Name=,Sonde 19G102539
Instrument Serial Number=,19G102539
Instrument Firmware Version=,1.0.73
Parameter Type=,Sp Cond (µS/cm)
Sensor Type=,Wiped Conductivity And Temperature
Sensor Serial Number=,19F100067
Sensor Firmware Version=,3.0.5
User ID=,<Unknown>
Cell Constant=,0.47

[Cal Point 1]
Standard=,1000.0 µS/cm
Pre Calibration Value=,1069.2 µS/cm
Post Calibration Value=,1000.0 µS/cm
Raw Value=,0.0 µS/cm
Temperature=,20.543 °C
Stability Achieved=,Yes

----------

Last Calibration Time=,9/15/2020 11:40:37 AM
Calibration Start Time=,10/8/2020 2:42:44 PM
Calibration End Time=,10/8/2020 2:48:45 PM
Calibration Status=,Completed
QC Score=,Good
Instrument Type=,EXO2
Instrument Name=,Sonde 19G102539
Instrument Serial Number=,19G102539
Instrument Firmware Version=,1.0.73
Parameter Type=,fDOM (QSU)
Sensor Type=,fDOM
Sensor Serial Number=,19F100722
Sensor Firmware Version=,3.0.0
User ID=,<Unknown>

[Cal Point 1]
Standard=,0.00 QSU
Pre Calibration Value=,1.59 QSU
Post Calibration Value=,0.00 QSU
Raw Value=,0.00 QSU
Temperature=,20.934 °C
Stability Achieved=,Yes

[Cal Point 2]
Standard=,300.00 QSU
Pre Calibration Value=,320.02 QSU
Post Calibration Value=,300.00 QSU
Raw Value=,0.00 QSU
Temperature=,20.195 °C
Stability Achieved=,Yes

----------

Last Calibration Time=,9/15/2020 11:37:11 AM
Calibration Start Time=,10/8/2020 2:51:10 PM
Calibration End Time=,10/8/2020 2:53:25 PM
Calibration Status=,Completed
QC Score=,Good
Instrument Type=,EXO2
Instrument Name=,Sonde 19G102539
Instrument Serial Number=,19G102539
Instrument Firmware Version=,1.0.73
Parameter Type=,fDOM (RFU)
Sensor Type=,fDOM
Sensor Serial Number=,19F100722
Sensor Firmware Version=,3.0.0
User ID=,<Unknown>

[Cal Point 1]
Standard=,0.00 RFU
Pre Calibration Value=,0.02 RFU
Post Calibration Value=,0.00 RFU
Raw Value=,0.00 RFU
Temperature=,20.808 °C
Stability Achieved=,Yes

[Cal Point 2]
Standard=,100.00 RFU
Pre Calibration Value=,104.13 RFU
Post Calibration Value=,100.00 RFU
Raw Value=,0.00 RFU
Temperature=,20.105 °C
Stability Achieved=,Yes

----------

Last Calibration Time=,9/15/2020 1:38:56 PM
Calibration Start Time=,10/9/2020 3:13:53 PM
Calibration End Time=,10/9/2020 3:15:12 PM
Calibration Status=,Completed
QC Score=,Good
Instrument Type=,EXO2
Instrument Name=,Sonde 19G102539
Instrument Serial Number=,19G102539
Instrument Firmware Version=,1.0.73
Parameter Type=,DO (% Sat)
Sensor Type=,DO
Sensor Serial Number=,19G101573
Sensor Firmware Version=,3.0.0
User ID=,<Unknown>
DO Cap Serial Number=,19F102932
DO Cap Replacement Date=,7/9/2019 2:51:37 PM
DO Gain=,1.04
DO mg/L=,10.69 mg/L

[Cal Point 1]
Standard=,100.0 % Sat
Pre Calibration Value=,99.9 % Sat
Post Calibration Value=,98.3 % Sat
Raw Value=,0.0 % Sat
Temperature=,11.593 °C
Stability Achieved=,Yes
Barometer=,747.0 mmHg

----------
