KorEXO Calibration File Export

Last Calibration Time=,6/27/2024 10:47:20 AM
Calibration Start Time=,8/21/2024 11:01:49 AM
Calibration End Time=,8/21/2024 11:17:09 AM
Calibration Status=,Completed
QC Score=,Good
Instrument Type=,EXO2
Instrument Name=,Sonde 19G102539
Instrument Serial Number=,19G102539
Instrument Firmware Version=,1.0.86
Parameter Type=,pH
Sensor Type=,pH
Sensor Serial Number=,21B101596
Sensor Firmware Version=,3.0.0
User ID=,<Unknown>
Sensor Module Replacement Date=,8/21/2024 12:00:00 AM
pH Range 4.00-7.00 Delta Slope=,180.5 mV
pH Range 4.00-7.00 mV per Decade=,60.16
pH Range 7.00-10.00 Delta Slope=,172.7 mV
pH Range 7.00-10.00 mV per Decade=,57.57

[Cal Point 1]
Standard=,4.00 pH
Pre Calibration Value=,3.37 pH
Post Calibration Value=,4.00 pH
Raw Value=,163.3 mV
Temperature=,20.026 °C
Stability Achieved=,Yes

[Cal Point 2]
Standard=,7.00 pH
Pre Calibration Value=,6.47 pH
Post Calibration Value=,7.00 pH
Raw Value=,-17.2 mV
Temperature=,19.359 °C
Stability Achieved=,Yes

[Cal Point 3]
Standard=,10.00 pH
Pre Calibration Value=,9.44 pH
Post Calibration Value=,9.98 pH
Raw Value=,-189.9 mV
Temperature=,19.667 °C
Stability Achieved=,Yes

----------

Last Calibration Time=,4/19/2024 11:56:25 AM
Calibration Start Time=,8/21/2024 11:17:51 AM
Calibration End Time=,8/21/2024 11:20:50 AM
Calibration Status=,Completed
QC Score=,Good
Instrument Type=,EXO2
Instrument Name=,Sonde 19G102539
Instrument Serial Number=,19G102539
Instrument Firmware Version=,1.0.86
Parameter Type=,Sp Cond (µS/cm)
Sensor Type=,Wiped Conductivity And Temperature
Sensor Serial Number=,19F100067
Sensor Firmware Version=,3.0.5
User ID=,<Unknown>
Cell Constant=,0.48

[Cal Point 1]
Standard=,1000.0 µS/cm
Pre Calibration Value=,1013.6 µS/cm
Post Calibration Value=,1000.0 µS/cm
Raw Value=,0.0 µS/cm
Temperature=,19.724 °C
Stability Achieved=,Yes

----------

Last Calibration Time=,6/27/2024 10:59:16 AM
Calibration Start Time=,8/21/2024 11:32:44 AM
Calibration End Time=,8/21/2024 11:33:03 AM
Calibration Status=,Completed
QC Score=,Good
Instrument Type=,EXO2
Instrument Name=,Sonde 19G102539
Instrument Serial Number=,19G102539
Instrument Firmware Version=,1.0.86
Parameter Type=,DO (% Sat)
Sensor Type=,DO
Sensor Serial Number=,19G101573
Sensor Firmware Version=,3.0.0
User ID=,<Unknown>
DO Cap Serial Number=,19F102932
DO Cap Replacement Date=,7/9/2019 2:51:37 PM
DO Gain=,1.03
DO mg/L=,9.07 mg/L

[Cal Point 1]
Standard=,100.0 % Sat
Pre Calibration Value=,100.2 % Sat
Post Calibration Value=,99.1 % Sat
Raw Value=,0.0 % Sat
Temperature=,19.625 °C
Stability Achieved=,Yes
Barometer=,753.0 mmHg

----------

Last Calibration Time=,6/27/2024 11:10:32 AM
Calibration Start Time=,8/21/2024 11:41:03 AM
Calibration End Time=,8/21/2024 11:44:40 AM
Calibration Status=,Completed
QC Score=,Warning
Instrument Type=,EXO2
Instrument Name=,Sonde 19G102539
Instrument Serial Number=,19G102539
Instrument Firmware Version=,1.0.86
Parameter Type=,Turbidity (FNU)
Sensor Type=,Turbidity
Sensor Serial Number=,19G100122
Sensor Firmware Version=,3.0.0
User ID=,<Unknown>

[Cal Point 1]
Standard=,0.00 FNU
Pre Calibration Value=,-0.15 FNU
Post Calibration Value=,0.00 FNU
Raw Value=,0.00 FNU
Temperature=,20.219 °C
Stability Achieved=,Yes

[Cal Point 2]
Standard=,12.40 FNU
Pre Calibration Value=,10.21 FNU
Post Calibration Value=,12.40 FNU
Raw Value=,0.00 FNU
Temperature=,20.342 °C
Stability Achieved=,Yes

----------

Last Calibration Time=,6/27/2024 11:22:59 AM
Calibration Start Time=,8/21/2024 11:48:38 AM
Calibration End Time=,8/21/2024 11:55:51 AM
Calibration Status=,Completed
QC Score=,Good
Instrument Type=,EXO2
Instrument Name=,Sonde 19G102539
Instrument Serial Number=,19G102539
Instrument Firmware Version=,1.0.86
Parameter Type=,fDOM (QSU)
Sensor Type=,fDOM
Sensor Serial Number=,19F100722
Sensor Firmware Version=,3.0.0
User ID=,<Unknown>

[Cal Point 1]
Standard=,0.00 QSU
Pre Calibration Value=,0.29 QSU
Post Calibration Value=,0.00 QSU
Raw Value=,0.00 QSU
Temperature=,20.195 °C
Stability Achieved=,Yes

[Cal Point 2]
Standard=,300.00 QSU
Pre Calibration Value=,286.14 QSU
Post Calibration Value=,300.00 QSU
Raw Value=,0.00 QSU
Temperature=,19.688 °C
Stability Achieved=,Yes

----------

Last Calibration Time=,6/27/2024 11:34:48 AM
Calibration Start Time=,8/21/2024 11:56:49 AM
Calibration End Time=,8/21/2024 12:00:57 PM
Calibration Status=,Completed
QC Score=,Good
Instrument Type=,EXO2
Instrument Name=,Sonde 19G102539
Instrument Serial Number=,19G102539
Instrument Firmware Version=,1.0.86
Parameter Type=,fDOM (RFU)
Sensor Type=,fDOM
Sensor Serial Number=,19F100722
Sensor Firmware Version=,3.0.0
User ID=,<Unknown>

[Cal Point 1]
Standard=,100.00 RFU
Pre Calibration Value=,85.34 RFU
Post Calibration Value=,100.00 RFU
Raw Value=,0.00 RFU
Temperature=,19.318 °C
Stability Achieved=,Yes

[Cal Point 2]
Standard=,0.00 RFU
Pre Calibration Value=,0.08 RFU
Post Calibration Value=,0.00 RFU
Raw Value=,0.00 RFU
Temperature=,20.080 °C
Stability Achieved=,Yes

----------
