KorEXO Calibration File Export

Last Calibration Time=,10/8/2020 1:57:20 PM
Calibration Start Time=,11/9/2020 12:37:56 PM
Calibration End Time=,11/9/2020 12:42:04 PM
Calibration Status=,Completed
QC Score=,Warning
Instrument Type=,EXO2
Instrument Name=,Sonde 19G102539
Instrument Serial Number=,19G102539
Instrument Firmware Version=,1.0.73
Parameter Type=,Turbidity (FNU)
Sensor Type=,Turbidity
Sensor Serial Number=,19G100122
Sensor Firmware Version=,3.0.0
User ID=,<Unknown>

[Cal Point 1]
Standard=,0.00 FNU
Pre Calibration Value=,-0.30 FNU
Post Calibration Value=,0.00 FNU
Raw Value=,0.00 FNU
Temperature=,21.270 °C
Stability Achieved=,Yes

[Cal Point 2]
Standard=,12.40 FNU
Pre Calibration Value=,12.84 FNU
Post Calibration Value=,12.40 FNU
Raw Value=,0.00 FNU
Temperature=,20.809 °C
Stability Achieved=,Yes

----------

Last Calibration Time=,10/8/2020 2:09:58 PM
Calibration Start Time=,11/9/2020 2:13:14 PM
Calibration End Time=,11/9/2020 2:14:59 PM
Calibration Status=,Completed
QC Score=,Good
Instrument Type=,EXO2
Instrument Name=,Sonde 19G102539
Instrument Serial Number=,19G102539
Instrument Firmware Version=,1.0.73
Parameter Type=,Sp Cond (µS/cm)
Sensor Type=,Wiped Conductivity And Temperature
Sensor Serial Number=,19F100067
Sensor Firmware Version=,3.0.5
User ID=,<Unknown>
Cell Constant=,0.47

[Cal Point 1]
Standard=,1000.0 µS/cm
Pre Calibration Value=,1003.2 µS/cm
Post Calibration Value=,1000.0 µS/cm
Raw Value=,0.0 µS/cm
Temperature=,19.950 °C
Stability Achieved=,Yes

----------

Last Calibration Time=,10/9/2020 3:15:12 PM
Calibration Start Time=,11/9/2020 2:16:52 PM
Calibration End Time=,11/9/2020 2:27:12 PM
Calibration Status=,Completed
QC Score=,Good
Instrument Type=,EXO2
Instrument Name=,Sonde 19G102539
Instrument Serial Number=,19G102539
Instrument Firmware Version=,1.0.73
Parameter Type=,DO (% Sat)
Sensor Type=,DO
Sensor Serial Number=,19G101573
Sensor Firmware Version=,3.0.0
User ID=,<Unknown>
DO Cap Serial Number=,19F102932
DO Cap Replacement Date=,7/9/2019 2:51:37 PM
DO Gain=,1.05
DO mg/L=,9.20 mg/L

[Cal Point 1]
Standard=,100.0 % Sat
Pre Calibration Value=,101.0 % Sat
Post Calibration Value=,101.3 % Sat
Raw Value=,0.0 % Sat
Temperature=,20.086 °C
Stability Achieved=,Yes
Barometer=,770.0 mmHg

----------

Last Calibration Time=,10/8/2020 2:53:25 PM
Calibration Start Time=,11/9/2020 2:41:29 PM
Calibration End Time=,11/9/2020 2:46:09 PM
Calibration Status=,Completed
QC Score=,Good
Instrument Type=,EXO2
Instrument Name=,Sonde 19G102539
Instrument Serial Number=,19G102539
Instrument Firmware Version=,1.0.73
Parameter Type=,fDOM (RFU)
Sensor Type=,fDOM
Sensor Serial Number=,19F100722
Sensor Firmware Version=,3.0.0
User ID=,<Unknown>

[Cal Point 1]
Standard=,0.00 RFU
Pre Calibration Value=,-0.02 RFU
Post Calibration Value=,0.00 RFU
Raw Value=,0.00 RFU
Temperature=,20.458 °C
Stability Achieved=,Yes

[Cal Point 2]
Standard=,100.00 RFU
Pre Calibration Value=,82.96 RFU
Post Calibration Value=,100.00 RFU
Raw Value=,0.00 RFU
Temperature=,19.646 °C
Stability Achieved=,Yes

----------

Last Calibration Time=,10/8/2020 2:48:45 PM
Calibration Start Time=,11/9/2020 2:46:20 PM
Calibration End Time=,11/9/2020 2:50:07 PM
Calibration Status=,Completed
QC Score=,Good
Instrument Type=,EXO2
Instrument Name=,Sonde 19G102539
Instrument Serial Number=,19G102539
Instrument Firmware Version=,1.0.73
Parameter Type=,fDOM (QSU)
Sensor Type=,fDOM
Sensor Serial Number=,19F100722
Sensor Firmware Version=,3.0.0
User ID=,<Unknown>

[Cal Point 1]
Standard=,0.00 QSU
Pre Calibration Value=,-0.94 QSU
Post Calibration Value=,-0.01 QSU
Raw Value=,0.00 QSU
Temperature=,19.287 °C
Stability Achieved=,Yes

[Cal Point 2]
Standard=,300.00 QSU
Pre Calibration Value=,246.11 QSU
Post Calibration Value=,300.00 QSU
Raw Value=,0.00 QSU
Temperature=,19.340 °C
Stability Achieved=,Yes

----------
