KorEXO Calibration File Export

Last Calibration Time=,7/12/2023 11:16:22 AM
Calibration Start Time=,8/18/2023 10:18:29 AM
Calibration End Time=,8/18/2023 10:27:31 AM
Calibration Status=,Completed
QC Score=,Good
Instrument Type=,EXO2
Instrument Name=,Sonde 19G102539
Instrument Serial Number=,19G102539
Instrument Firmware Version=,1.0.86
Parameter Type=,pH
Sensor Type=,pH
Sensor Serial Number=,21B101596
Sensor Firmware Version=,3.0.0
User ID=,<Unknown>
Sensor Module Replacement Date=,3/24/2021 12:00:00 AM
pH Range 4.00-7.02 Delta Slope=,176.7 mV
pH Range 4.00-7.02 mV per Decade=,58.50
pH Range 7.02-10.06 Delta Slope=,173.0 mV
pH Range 7.02-10.06 mV per Decade=,56.90

[Cal Point 1]
Standard=,7.02 pH
Pre Calibration Value=,7.18 pH
Post Calibration Value=,7.02 pH
Raw Value=,-41.8 mV
Temperature=,20.668 °C
Stability Achieved=,Yes

[Cal Point 2]
Standard=,4.00 pH
Pre Calibration Value=,4.12 pH
Post Calibration Value=,4.00 pH
Raw Value=,134.9 mV
Temperature=,20.471 °C
Stability Achieved=,Yes

[Cal Point 3]
Standard=,10.06 pH
Pre Calibration Value=,10.17 pH
Post Calibration Value=,10.05 pH
Raw Value=,-214.8 mV
Temperature=,20.386 °C
Stability Achieved=,Yes

----------

Last Calibration Time=,7/12/2023 11:23:42 AM
Calibration Start Time=,8/18/2023 10:28:34 AM
Calibration End Time=,8/18/2023 10:30:26 AM
Calibration Status=,Completed
QC Score=,Good
Instrument Type=,EXO2
Instrument Name=,Sonde 19G102539
Instrument Serial Number=,19G102539
Instrument Firmware Version=,1.0.86
Parameter Type=,Sp Cond (µS/cm)
Sensor Type=,Wiped Conductivity And Temperature
Sensor Serial Number=,19F100067
Sensor Firmware Version=,3.0.5
User ID=,<Unknown>
Cell Constant=,0.48

[Cal Point 1]
Standard=,1000.0 µS/cm
Pre Calibration Value=,1004.9 µS/cm
Post Calibration Value=,1000.0 µS/cm
Raw Value=,0.0 µS/cm
Temperature=,19.737 °C
Stability Achieved=,Yes

----------

Last Calibration Time=,7/12/2023 11:37:05 AM
Calibration Start Time=,8/18/2023 10:42:04 AM
Calibration End Time=,8/18/2023 10:42:58 AM
Calibration Status=,Completed
QC Score=,Good
Instrument Type=,EXO2
Instrument Name=,Sonde 19G102539
Instrument Serial Number=,19G102539
Instrument Firmware Version=,1.0.86
Parameter Type=,DO (% Sat)
